# ⚠️ 撤回清單（負向回饋用）：以下職缺曾在 4/5 號訓練回饋檔的歷史版本中，被錯誤標記為『理想推薦』的類別。
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,錯誤類別數,應撤回_錯誤類別_1,應撤回_錯誤類別_2,應撤回_錯誤類別_3,應撤回_錯誤類別_4,應撤回_錯誤類別_5,應撤回_錯誤類別_6,應撤回_錯誤類別_7,應撤回_錯誤類別_8,應撤回_錯誤類別_9,應撤回_錯誤類別_10,應撤回_錯誤類別_11,應撤回_錯誤類別_12,應撤回_錯誤類別_13,應撤回_錯誤類別_14,應撤回_錯誤類別_15,應撤回_錯誤類別_16,應撤回_錯誤類別_17,應撤回_錯誤類別_18,應撤回_錯誤類別_19,曾出現版本
enhancement_排序待優化,＜薪3萬2起+另獎金＞日式清酒 日本酒業務專員(雙北地區),國內業務人員,通路開發人員,,,,9,國外業務人員,國貿人員,國貿助理,客服人員,採購助理,業務助理,票務人員／旅行社人員,秘書,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,產品服務專員,國內業務人員,通路開發人員,,,,16,FAE工程師,內勤業務,客戶成功經理,客服主管,客服人員,客服工程師,廣告AE,房務人員,產品企劃主管,產品經理,產品設備維修人員,神秘客,資材人員,醫藥業務代表,電話客服人員,電話行銷人員,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,繪圖人員,機械設計／繪圖人員,工業設計,,,,9,CAD／CAM工程師,冷凍空調繪圖／設計,室內設計助理,平面設計,建築繪圖／設計,消防專業人員,美編人員,資料庫管理人員,電信／配線繪圖,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,建材設計繪圖人員,機械設計／繪圖人員,工業設計,,,,16,IC設計工程師,冷凍空調繪圖／設計,土木工程師,室內設計助理,嵌入式工程師,工程配管繪圖,建築師,建築繪圖／設計,機電配線繪圖,水電及其他工程繪圖人員,消防專業人員,消防繪圖人員,系統工程師,裝潢工程人員,軟體工程師,電信／配線繪圖,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,繪圖(拆圖)助理,機械設計／繪圖人員,工業設計,,,,9,冷凍空調繪圖／設計,執行製作／助理,媒體公關人員,室內設計助理,攝影助理,生管／助理,設計助理,資訊助理人員,軟體助理工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,(研發中心)機構設計工程師(E-bike 制動系統),機構工程師,工業設計,,,,8,BIOS工程師,化學／化工工程師,材料研發人員,汽車研發人員,特用化學工程師,軟／韌體測試工程師,零組件工程師,電子工程師,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,主美術(高雄市),平面設計,多媒體動畫設計師,,,,8,冷熱飲調製人員,售票／收銀人員,智慧製程工程師,產品經理,調酒師／吧台人員,資材主管,資材人員,門市／店員／專櫃人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,實驗室細胞培養基礎作業人員,生物科技研發人員,臨床／實驗室研究人員,,,,9,BIOS工程師,化學相關研究人員,微生物分析師,材料分析員,水電及其他工程繪圖人員,測試工程師,生物學專業與研究人員,紡織化學工程師,醫藥研發人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,實驗室細胞培養中階作業人員,生物科技研發人員,臨床／實驗室研究人員,,,,9,BIOS工程師,PLC／自動控制工程師,品管人員,工業設計,微生物分析師,機械加工技術人員,檢驗人員,紡織化學工程師,電機技師／工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,醫療業務專員(北二區),醫藥業務代表,通路開發人員,,,,9,保險業務員／經紀人,國內業務主管,國內業務人員,國外業務主管,國外業務人員,國貿人員,報關人員,客服主管,廣告AE,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,台北醫學大學神經醫學研究中心 - 校級研究員 (正式職缺/非計劃聘任),其他研究人員,臨床／實驗室研究人員,,,,9,助理研究人員,微生物分析師,心理學研究人員,病理藥理研究人員,統計學研究人員,臨床／諮商心理師,軟／韌體測試工程師,醫藥研發人員,韌體工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,歐美區業務工程師(sales),國外業務人員,通路開發人員,,,,9,國內業務人員,國外業務主管,客戶成功經理,客服工程師,廣告AE,業務工程師,裝潢工程人員,軟體專案主管,軟體工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【新北市中和區】電子元件商社_外文業務代表,國內業務人員,通路開發人員,,,,9,國外業務人員,國貿人員,國貿助理,客服主管,廣告AE,文字客服,業務助理,生管／助理,醫藥業務代表,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,內銷醫材通路業務(北區),國內業務人員,通路開發人員,,,,9,內勤業務,國外業務主管,國外業務人員,客服人員,廣告AE,廣告文案企劃人員,票務人員／旅行社人員,電話客服人員,電話行銷人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,(北區) 軟體產品顧問／業務專員,國內業務人員,通路開發人員,,,,9,保險業務員／經紀人,國外業務人員,國貿人員,國貿助理,客服人員,廣告AE,業務助理,活動企劃人員,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"(論件計酬) 自助點餐機-全台銷售夥伴-中區 (高獎金,時間完全自由)",國內業務人員,通路開發人員,,,,18,不動產經紀人／營業員,不動產／商場開發人員,中式麵點人員／師傅,中／港式點心廚師,儲備幹部,加盟／招商人員,售票／收銀人員,廣告設計,產品經理,神秘客,藥師助理,行銷企劃人員,西點蛋糕師,遊樂景點工作人員,醫藥業務代表,門市／店員／專櫃人員,餐廚助手,麵包師,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"(論件計酬) 自助點餐機-全台銷售夥伴-南區 (高獎金,時間完全自由)",國內業務人員,通路開發人員,,,,18,不動產／商場開發人員,中式麵點人員／師傅,中／港式點心廚師,侍酒師,儲備幹部,加盟／招商人員,售票／收銀人員,廣告設計,產品企劃主管,產品經理,神秘客,行銷企劃人員,西點蛋糕師,遊樂景點工作人員,門市／店員／專櫃人員,餐廚助手,駐校代表,麵包師,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"(論件計酬) 自助點餐機-全台銷售夥伴-東區 (高獎金,時間完全自由)",國內業務人員,通路開發人員,,,,18,不動產／商場開發人員,中式麵點人員／師傅,中／港式點心廚師,侍酒師,儲備幹部,加盟／招商人員,售票／收銀人員,廣告設計,產品企劃主管,產品經理,行銷企劃人員,西點蛋糕師,調酒師／吧台人員,遊樂景點工作人員,門市／店員／專櫃人員,餐廚助手,餐飲服務人員,麵包師,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,業務外勤人員(雲林),國內業務人員,通路開發人員,,,,18,不動產審核／估價師,不動產／商場開發人員,代書／地政士,保險業務員／經紀人,內勤業務,國內業務主管,國外業務主管,國外業務人員,國貿人員,國貿助理,土地開發人員,廣告AE,票務人員／旅行社人員,運輸物流類主管,運輸調度管理人員,都市／交通規劃人員,醫藥業務代表,隨車人員,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,業務外勤人員(台中),國內業務人員,通路開發人員,,,,9,保險業務員／經紀人,國內業務主管,國外業務主管,國外業務人員,國貿人員,國貿助理,廣告AE,票務人員／旅行社人員,醫藥業務代表,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,勁輪子公司韓味王業務專員(台南),國內業務人員,通路開發人員,,,,9,國外業務人員,國貿人員,國貿助理,報關人員,廣告AE,採購助理,業務助理,活動企劃人員,秘書,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【兼職業務/專員｜酒類通路開發】時間自由｜無業績門檻｜免囤貨免配送｜全台招募,國內業務人員,通路開發人員,,,,9,國外業務人員,國貿人員,國貿助理,客服主管,採購助理,業務助理,活動企劃人員,秘書,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,輔材編輯專員-數學科,編輯／文字類人員,教材編輯人員,,,,8,傳播媒體編輯企劃,影片製作技術人員,文字記者,校對人員,機械設計／繪圖人員,留學諮詢顧問,資料庫管理人員,資材人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,法語教師(基隆-光華),語文補習班老師,法文翻譯／口譯人員,,,,9,工讀生,幼教老師,律師,樂器演奏／合成音樂,水電及其他工程繪圖人員,特殊教育教師,社會工作人員／督導,調酒師／吧台人員,音樂老師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【知名港商個人日用品店】徵行銷部設計/月薪34K-36K/文化自由開放/培訓完整,廣告設計,平面設計,,,,9,PLC／自動控制工程師,儲備幹部,國內業務人員,國外業務主管,客服主管,工業設計,機構工程師,產品企劃主管,電機工程主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,YouBike-大專生工讀生(需自備機車)(北),工讀生,倉儲物流人員,,,,9,CNC車床人員,倉管／物料管理員,房務人員,理貨人員,生管／助理,資材人員,遊樂景點工作人員,隨車人員,飯店／旅館櫃檯人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,YouBike-新竹縣-維調計時兼職人員,工讀生,倉儲物流人員,,,,18,侍酒師,其他車輛維修人員,冷熱飲調製人員,加油服務,咖啡師,外送人員,房務人員,機車維修人員,汽車檢驗員,汽車維修人員,汽車美容,洗碗人員,產品設備維修人員,調酒師／吧台人員,車輛引擎技術人員,門市／店員／專櫃人員,飯店／旅館服務人員,駕訓老師,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,YouBike-新竹市-維調計時兼職人員,工讀生,倉儲物流人員,,,,18,侍酒師,其他車輛維修人員,冷熱飲調製人員,加油服務,咖啡師,外送人員,機車維修人員,汽車檢驗員,汽車維修人員,汽車美容,洗碗人員,產品設備維修人員,調酒師／吧台人員,車輛引擎技術人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐廚助手,駕訓老師,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,YouBike-早班兼職/工讀生/斜槓(臺大、臺科大校園周邊調度計時人員),工讀生,倉儲物流人員,,,,9,CNC車床人員,倉管／物料管理員,外務／快遞／送貨,外送人員,小客車／小貨車司機,理貨人員,生管／助理,資材人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,塗裝調色技師,塗裝技術人員,噴漆技術人員,,,,9,塑膠押出技術人員,塑膠模具技術人員,技術人員,智慧製程工程師,模具技術人員,水電工,油漆工,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,設備維修技師,水電工,產品設備維修人員,,,,9,PLC／自動控制工程師,技術人員,智慧製程工程師,模具技術人員,機械工程師,維修技術人員,電器產品維修人員,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,[Server]產品修護工程師(桃園),電子工程師,產品設備維修人員,,,,9,BIOS工程師,DevOps工程師,PCB-Layout佈局工程師,冷凍空調技術人員／安裝員,半導體設備工程師,工業設計,故障分析工程師,電子設備維修人員,電機維修人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,[Server]海外Talent-產品修護工程師_墨西哥,電子工程師,產品設備維修人員,,,,18,BIOS工程師,FAE工程師,IC佈局工程師,PCB-Layout佈局工程師,其他專案管理師,冷凍空調技術人員／安裝員,半導體設備工程師,客服工程師,專案經理,工業設計,技術文件／說明書編譯,業務工程師,機械工程師,生產設備工程師,產品管理師,電子設備維修人員,電機維修人員,電源工程師,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,電腦硬體包裝作業員,包裝員／作業員,產品設備維修人員,,,,9,PLC／自動控制工程師,倉儲物流人員,倉管／物料管理員,技術人員,水電工,生管／助理,資材人員,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,電梯修配技術員,技術人員,產品設備維修人員,,,,9,機械加工技術人員,機械設備組裝測試人員,水電工,燈光技術人員,電器產品維修人員,電子設備維修人員,電機技師／工程師,電機維修人員,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,〈成品開發部〉繪圖助理,機械設計／繪圖人員,水電及其他工程繪圖人員,,,,9,CAD／CAM工程師,UI/UX設計師,冷凍空調繪圖／設計,媒體公關人員,客服工程師,室內設計助理,發行企劃／出版人員,設計助理,軟體助理工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,繪圖人員,機械設計／繪圖人員,水電及其他工程繪圖人員,,,,9,CAD／CAM工程師,冷凍空調繪圖／設計,室內設計助理,平面設計,建築繪圖／設計,消防專業人員,美編人員,資料庫管理人員,電信／配線繪圖,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,空調設計資深工程師,冷凍空調繪圖／設計,水電及其他工程繪圖人員,,,,9,BIOS工程師,IC佈局工程師,PLC／自動控制工程師,工業設計,建築繪圖／設計,機構工程師,水電工程師,軟體工程師,電子工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,空調設計工程師,冷凍空調繪圖／設計,水電及其他工程繪圖人員,,,,9,PCB-Layout佈局工程師,PLC／自動控制工程師,土木工程師,室內設計助理,工業設計,建築繪圖／設計,機構工程師,水電工程師,軟體工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,設計工程師(工程相關經驗),冷凍空調繪圖／設計,水電及其他工程繪圖人員,,,,9,BIOS工程師,IC佈局工程師,IC設計工程師,PCB-Layout佈局工程師,嵌入式工程師,工業設計,建築繪圖／設計,系統工程師,軟體工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
