# worst case 拯救方案：已驗證安全的手術式修正（儲備幹部/駐校代表/電話行銷人員 三桶，共615筆，零誤傷本次已救回案例）
問題桶,職缺名稱,duty0,duty1,duty2,duty3,duty4,現有版本_推薦1,現有版本_推薦2,現有版本_推薦3,現有版本_推薦4,現有版本_推薦5,現有版本_推薦6,現有版本_推薦7,現有版本_推薦8,現有版本_推薦9,現有版本_推薦10,理想推薦_1,理想推薦_2,理想推薦_3,理想推薦_4,理想推薦_5,理想推薦_6,理想推薦_7,理想推薦_8,理想推薦_9,理想推薦_10
駐校代表(理貨/駐點誤判),台北士林區理貨人員,倉管／物料管理員,倉儲物流人員,搬運人員,,,駐校代表,內勤業務,樓面管理人員,汽車銷售人員,國內業務人員,總機／接待／櫃檯人員,補習班招生人員,飯店／旅館櫃檯人員,門市／店員／專櫃人員,地勤人員,倉管／物料管理員,內勤業務,樓面管理人員,汽車銷售人員,國內業務人員,總機／接待／櫃檯人員,補習班招生人員,飯店／旅館櫃檯人員,門市／店員／專櫃人員,地勤人員
電話行銷人員(電商倉儲時薪供餐),C1🔥新加坡電商正式職缺🔥特休18天 🔥外商機會🔥面試獎金等你來拿,倉儲物流人員,包裝員／作業員,,,,電話行銷人員,補習班招生人員,電話客服人員,客服人員,通路開發人員,電訪人員,內勤業務,行政助理,加盟／招商人員,網站企劃人員,倉儲物流人員,補習班招生人員,電話客服人員,客服人員,通路開發人員,電訪人員,內勤業務,行政助理,加盟／招商人員,網站企劃人員
儲備幹部類(連鎖超商+班別),(全家)早班 薪資41000元 正職人員 板橋區 新莊區 樹林 便利商店 超商 四維市場 四維路,店長／門市管理人員,店長／門市管理人員,,,,儲備幹部,洗碗人員,加油服務,餐飲服務人員,衣物整燙人員,中／港式點心廚師,樓面管理人員,門市／店員／專櫃人員,日式廚師,家事服務／洗衣整燙,店長／門市管理人員,加油服務,衣物整燙人員,樓面管理人員,門市／店員／專櫃人員,家事服務／洗衣整燙,,,,
儲備幹部類(連鎖超商+班別),7-11大夜班職員,門市／店員／專櫃人員,店長／門市管理人員,,,,中／港式點心廚師,餐廚助手,公家機關相關人員,日式廚師,中式廚師,洗碗人員,中式麵點人員／師傅,餐飲服務人員,工讀生,餐飲領班,門市／店員／專櫃人員,餐廚助手,中式麵點人員／師傅,工讀生,餐飲領班,,,,,
駐校代表(理貨/駐點誤判),台中市_西屯區量販駐點銷售人員,門市／店員／專櫃人員,門市／店員／專櫃人員,,,,駐校代表,國內業務人員,汽車銷售人員,儲備幹部,內勤業務,通路開發人員,樓面管理人員,加盟／招商人員,補習班招生人員,電話行銷人員,門市／店員／專櫃人員,國內業務人員,汽車銷售人員,儲備幹部,內勤業務,通路開發人員,樓面管理人員,加盟／招商人員,補習班招生人員,電話行銷人員
儲備幹部類(連鎖超商+班別),全家桃園元富店 晚班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,餐飲主管,中／港式點心廚師,餐飲服務人員,中式廚師,其他料理廚師,洗碗人員,餐廚助手,店長／門市管理人員,售票／收銀人員,餐飲主管,其他料理廚師,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家桃園愛國店 支援大夜班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲服務人員,餐飲主管,日式廚師,中／港式點心廚師,洗碗人員,店長／門市管理人員,中式廚師,飯店／旅館工作人員,其他料理廚師,售票／收銀人員,餐飲主管,店長／門市管理人員,飯店／旅館工作人員,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 嘉義仁義店-兼職大夜班職員,售票／收銀人員,門市／店員／專櫃人員,,,,日式廚師,餐飲服務人員,洗碗人員,中／港式點心廚師,中式廚師,餐廚助手,儲備幹部,其他料理廚師,生鮮處理人員,飯店／旅館工作人員,售票／收銀人員,餐廚助手,其他料理廚師,生鮮處理人員,飯店／旅館工作人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店寶山明湖店誠徵大夜班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,餐飲主管,中／港式點心廚師,中式廚師,其他料理廚師,餐飲服務人員,洗碗人員,店長／門市管理人員,餐廚助手,售票／收銀人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家桃園元富店 假日早班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲服務人員,餐飲主管,中式廚師,洗碗人員,其他料理廚師,餐廚助手,鐵板燒廚師,售票／收銀人員,餐飲主管,其他料理廚師,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家桃園元富店 支援大夜班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲服務人員,餐飲主管,日式廚師,加油服務,總機／接待／櫃檯人員,店長／門市管理人員,樓面管理人員,中／港式點心廚師,洗碗人員,售票／收銀人員,餐飲主管,加油服務,總機／接待／櫃檯人員,店長／門市管理人員,樓面管理人員,,,,
儲備幹部類(連鎖超商+班別),統一超商 鼓山、左營區 晚班正職,售票／收銀人員,門市／店員／專櫃人員,,,,中／港式點心廚師,儲備幹部,餐飲服務人員,中式麵點人員／師傅,日式廚師,洗碗人員,中式廚師,西點蛋糕師,餐廚助手,鐵板燒廚師,售票／收銀人員,中式麵點人員／師傅,西點蛋糕師,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),統一超商晚班,店長／門市管理人員,門市／店員／專櫃人員,,,,儲備幹部,工讀生,中／港式點心廚師,補習班招生人員,西點蛋糕師,中式麵點人員／師傅,餐廚助手,總機／接待／櫃檯人員,不動產／商場開發人員,餐飲主管,店長／門市管理人員,工讀生,補習班招生人員,西點蛋糕師,中式麵點人員／師傅,餐廚助手,總機／接待／櫃檯人員,不動產／商場開發人員,餐飲主管,
儲備幹部類(連鎖超商+班別),全家福榮店徵大夜班,店長／門市管理人員,門市／店員／專櫃人員,,,,日式廚師,儲備幹部,中／港式點心廚師,中式廚師,其他料理廚師,洗碗人員,餐飲服務人員,餐飲主管,餐廚助手,鐵板燒廚師,店長／門市管理人員,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店-安富店-晚班正職人員,店長／門市管理人員,門市／店員／專櫃人員,,,,餐飲服務人員,日式廚師,中／港式點心廚師,中式廚師,儲備幹部,生鮮處理人員,洗碗人員,餐飲領班,其他料理廚師,餐廚助手,店長／門市管理人員,生鮮處理人員,餐飲領班,其他料理廚師,餐廚助手,,,,,
駐校代表(理貨/駐點誤判),（急徵）嘉義西區｜物流理貨人員（夜班）（大夜班）,搬運人員,,,,,駐校代表,補習班招生人員,總機／接待／櫃檯人員,內勤業務,樓面管理人員,售票／收銀人員,汽車銷售人員,電訪人員,隨車人員,國內業務人員,搬運人員,補習班招生人員,總機／接待／櫃檯人員,內勤業務,樓面管理人員,售票／收銀人員,汽車銷售人員,電訪人員,隨車人員,國內業務人員
儲備幹部類(連鎖超商+班別),全家福雅店晚班正職,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,餐飲主管,中式廚師,其他料理廚師,餐飲領班,洗碗人員,鐵板燒廚師,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐飲領班,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家梓官蚵仔寮店徵求大夜班兼職,門市／店員／專櫃人員,,,,,儲備幹部,洗碗人員,餐飲服務人員,日式廚師,中／港式點心廚師,飯店／旅館工作人員,餐飲主管,中式廚師,餐廚助手,其他料理廚師,門市／店員／專櫃人員,飯店／旅館工作人員,餐飲主管,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店–菜公店 大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,洗碗人員,其他料理廚師,餐飲主管,餐廚助手,餐飲服務人員,鐵板燒廚師,門市／店員／專櫃人員,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 礁溪玉田加盟店 (早班),門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,店長／門市管理人員,餐飲主管,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,樓面管理人員,飯店／旅館主管,不動產審核／估價師,門市／店員／專櫃人員,加盟／招商人員,店長／門市管理人員,餐飲主管,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,樓面管理人員,飯店／旅館主管,不動產審核／估價師
儲備幹部類(連鎖超商+班別),全家便利商店 頭城車頭加盟店 (早班),門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,不動產經紀人／營業員,店長／門市管理人員,不動產／商場開發人員,餐飲主管,土地開發人員,汽車銷售人員,不動產審核／估價師,國內業務人員,門市／店員／專櫃人員,加盟／招商人員,不動產經紀人／營業員,店長／門市管理人員,不動產／商場開發人員,餐飲主管,土地開發人員,汽車銷售人員,不動產審核／估價師,國內業務人員
儲備幹部類(連鎖超商+班別),全家桃園龍彩店晚班,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲服務人員,餐飲主管,中式廚師,其他料理廚師,洗碗人員,餐廚助手,店長／門市管理人員,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店屏東龍躍店 正職晚班人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,餐飲領班,洗碗人員,中式廚師,生鮮處理人員,飯店／旅館工作人員,餐飲主管,門市／店員／專櫃人員,餐飲領班,生鮮處理人員,飯店／旅館工作人員,餐飲主管,,,,,
儲備幹部類(連鎖超商+班別),全家超商–朴子鴨母寮、南通、牛挑灣–{各店兼職大夜班人員},門市／店員／專櫃人員,,,,,中／港式點心廚師,中式麵點人員／師傅,西點蛋糕師,餐飲服務人員,餐廚助手,儲備幹部,麵包師,洗碗人員,飯店／旅館工作人員,日式廚師,門市／店員／專櫃人員,中式麵點人員／師傅,西點蛋糕師,餐廚助手,麵包師,飯店／旅館工作人員,,,,
儲備幹部類(連鎖超商+班別),全家桃園寶安早班,門市／店員／專櫃人員,,,,,儲備幹部,衣物整燙人員,加油服務,公家機關相關人員,中／港式點心廚師,駕訓老師,家事服務／洗衣整燙,學徒,幼教老師,工讀生,門市／店員／專櫃人員,衣物整燙人員,加油服務,駕訓老師,家事服務／洗衣整燙,學徒,幼教老師,工讀生,,
儲備幹部類(連鎖超商+班別),大夜班正職人員統一超商,門市／店員／專櫃人員,,,,,餐飲服務人員,餐飲領班,中／港式點心廚師,生鮮處理人員,總機／接待／櫃檯人員,加油服務,儲備幹部,餐廚助手,樓面管理人員,日式廚師,門市／店員／專櫃人員,餐飲領班,生鮮處理人員,總機／接待／櫃檯人員,加油服務,餐廚助手,樓面管理人員,,,
儲備幹部類(連鎖超商+班別),全家淡水新園店中/晚班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,洗碗人員,中式廚師,餐飲主管,餐飲服務人員,其他料理廚師,餐廚助手,店長／門市管理人員,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店八德忠誠店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,洗碗人員,餐飲主管,日式廚師,店長／門市管理人員,中式廚師,餐飲服務人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
駐校代表(理貨/駐點誤判),台北市_內湖區量販駐點銷售人員,門市／店員／專櫃人員,,,,,駐校代表,國內業務人員,汽車銷售人員,內勤業務,儲備幹部,通路開發人員,加盟／招商人員,樓面管理人員,補習班招生人員,店長／門市管理人員,門市／店員／專櫃人員,國內業務人員,汽車銷售人員,內勤業務,儲備幹部,通路開發人員,加盟／招商人員,樓面管理人員,補習班招生人員,店長／門市管理人員
儲備幹部類(連鎖超商+班別),【近北大高中】05/29更新-全家便利商店樹林大雅店-早班/中班/晚班/大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,餐飲服務人員,餐飲主管,日式廚師,中式廚師,店長／門市管理人員,洗碗人員,加油服務,其他料理廚師,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,加油服務,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家台中祥福加盟店（誠徵大夜專職人員）,門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,店長／門市管理人員,餐飲主管,樓面管理人員,不動產經紀人／營業員,補習班招生人員,國內業務人員,不動產／商場開發人員,總機／接待／櫃檯人員,門市／店員／專櫃人員,加盟／招商人員,店長／門市管理人員,餐飲主管,樓面管理人員,不動產經紀人／營業員,補習班招生人員,國內業務人員,不動產／商場開發人員,總機／接待／櫃檯人員
儲備幹部類(連鎖超商+班別),全家便利商店-平鎮新德店加盟店大夜班店舖服務人員,售票／收銀人員,,,,,儲備幹部,餐飲服務人員,飯店／旅館工作人員,餐飲主管,門市／店員／專櫃人員,補習班招生人員,加油服務,店長／門市管理人員,樓面管理人員,加盟／招商人員,售票／收銀人員,飯店／旅館工作人員,餐飲主管,門市／店員／專櫃人員,補習班招生人員,加油服務,店長／門市管理人員,樓面管理人員,加盟／招商人員,
