品牌名,職缺名稱,廠商duty0,廠商duty1,廠商duty2,廠商duty3,廠商duty4,AI推薦1,AI推薦2,AI推薦3,AI推薦4,AI推薦5
台北大巨蛋,台北大巨蛋-福園台菜海鮮餐廳廚房 冷檯,餐廚助手,中式廚師,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
台北大巨蛋,台北大巨蛋-福園台菜海鮮餐廳廚房 學徒,餐廚助手,中式廚師,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
台北大巨蛋,台北大巨蛋｜穩定大型百貨體系【警備人員】起薪35K↑歡迎社會新鮮人及應屆畢業生加入,保全人員／警衛,,,,,智慧製程工程師,PLC／自動控制工程師,電機技師／工程師,水電工,資材人員
台北市_蝦皮店到店,【台北市_蝦皮店到店】物流理貨員早/晚班PT/月薪全職🔥依地區提供津貼🔥,門市／店員／專櫃人員,,,,,倉管／物料管理員,生鮮處理人員,倉儲物流人員,理貨人員,包裝員／作業員
台北忠孝店,【新肉多多火鍋 台北忠孝店 】儲備幹部 - 米其林指標/有熱情、挑戰米其林等級夥伴,餐飲服務人員,餐廚助手,工讀生,,,調酒師／吧台人員,餐飲主管,侍酒師,店長／門市管理人員,品管／品保主管
台北忠孝店,美容師/芳療師(美妍極緻SPA沙龍-台北忠孝店),美容師,美療師／芳療師,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,飯店／旅館服務人員
台北捷運,【台北捷運】水電維護人員~相關科系/證照優先~(捷運淡水信義線),維修技術人員,,,,,電子設備維修人員,冷凍空調技術人員／安裝員,PLC／自動控制工程師,消防專業人員,電機維修人員
台北捷運,【台北捷運】軌道勞務~北投機廠或內湖機廠,系統工程師,工務工管人員,,,,CNC車床人員,機械加工技術人員,電機設備裝配員,電機技師／工程師,技術人員
台北捷運,工務規劃工程師(台北捷運北環線),土木工程師,內業工程人員,營造工程師,,,IC設計工程師,嵌入式工程師,軟體工程師,RF通訊工程師,韌體工程師
台北捷運,清潔組長 ＜近台北捷運站＞,清潔／資源回收人員,家事服務／洗衣,,,,房務人員,加油服務,空服人員,PLC／自動控制工程師,資材人員
台北捷運,清潔組長(鄰近台北捷運站),儲備幹部,教育訓練人員,基層管理幹部,,,房務人員,空服人員,加油服務,PLC／自動控制工程師,銀行辦事人員
台北景美店,活動促銷工讀生(World Gym台北景美店),工讀生,,,,,門市／店員／專櫃人員,活動企劃人員,行銷企劃人員,廣告設計,售票／收銀人員
台北木柵廠,【台北木柵廠】資源回收和環境整理(晚班14:00~22:30)(每日現領，日薪1680元) 台北市環保局駐廠人員,清潔／資源回收人員,,,,,水電工,技術人員,染印人員,CNC車床人員,檢驗人員
台北松菸文創,【台北松菸文創 】 設計點長期工讀生,工讀生,門市／店員／專櫃人員,,,,室內設計助理,建築繪圖／設計,平面設計,冷凍空調繪圖／設計,工業設計
台北榮總美食街,皇家傳承牛肉麵【台北榮總美食街】餐飲服務人員,餐廚助手,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,侍酒師
台北雙連店,【兼職】摩斯台北雙連店(124mos),餐飲服務人員,,,,,外送人員,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員
台南-台積電新建廠區,營造業-甲種職業安全衛生業務主管【台南-台積電新建廠區 】,職業安全衛生管理師,,,,,客服主管,儲備幹部,國外業務主管,國內業務主管,客戶成功經理
台南-台積電新建廠區,營造業現場技工&學徒/日薪【台南-台積電新建廠區 】,水電工,營建工程人員,,,,CNC車床人員,技術人員,鑄造／鍛造模具技術人員,塑膠押出技術人員,塑膠模具技術人員
台南三井,櫃台服務員(台南三井)-每周排休2日,門市／店員／專櫃人員,電腦操作／資料輸入,採購人員,,,飯店／旅館服務人員,房務人員,售票／收銀人員,飯店／旅館櫃檯人員,調酒師／吧台人員
台南三井店,【時薪202~290】台南三井店【涮乃葉】日式火鍋兼職人員及大專院校實習生,餐飲服務人員,餐廚助手,洗碗人員,,,工讀生,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員
台南三井店,起薪38000【十二月餐飲連鎖事業-台南三井店】廚師助手/獎金另計/歡迎僑生,中式廚師,其他料理廚師,,,,調酒師／吧台人員,餐飲服務人員,冷熱飲調製人員,餐廚助手,門市／店員／專櫃人員
台南三井店,起薪43000【十二月餐飲連鎖事業-台南三井店】二廚/中工/獎金另計,中式廚師,其他料理廚師,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,餐飲主管
台南三井店,起薪51000【十二月餐飲連鎖事業-台南三井店】副主廚,中式廚師,,,,,調酒師／吧台人員,餐飲主管,店長／門市管理人員,門市／店員／專櫃人員,侍酒師
台南三井店,起薪55000【十二月餐飲連鎖事業-台南三井店】中餐主廚,中式廚師,,,,,餐飲主管,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員
台南三廠,藥品製造工程師/副工程師【台南市官田區】【台南三廠】,生產技術／製程工程師,生產設備工程師,,,,工業設計,智慧製程工程師,CNC程式設計師,PLC／自動控制工程師,電機技師／工程師
台南三廠,製造助理工程師【台南市官田區】【台南三廠】,包裝員／作業員,,,,,CNC程式設計師,CAD／CAM工程師,工程助理,組裝組立技術人員,室內設計助理
台南中華店,【台南中華店】點心房正職人員,西點蛋糕師,麵包師,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師,洗碗人員
台南中華店,【月薪37K~80K】汽車維修技師｜獎金制度透明｜台南中華店,汽車引擎技術人員,其他車輛維修人員,,,,汽車檢驗員,智慧製程工程師,電機技師／工程師,塑膠押出技術人員,電機設備裝配員
台南中華店,享溫馨KTV-台南中華店 中班 櫃檯人員★基本底薪29970+獎金約38000元~,總機／接待／櫃檯人員,,,,,冷熱飲調製人員,飯店／旅館服務人員,調酒師／吧台人員,飯店／旅館櫃檯人員,售票／收銀人員
台南中華店,台南中華店-驗光師(生),驗光師,,,,,調酒師／吧台人員,冷熱飲調製人員,品管人員,門市／店員／專櫃人員,智慧製程工程師
台南中華會館,"SPA紓壓芳療師【台南中華會館】無經驗完整職前培訓、高薪免call客無業績、快樂工作氣氛、保障薪資$40,000 （月薪+獎金）",美容師,美療師／芳療師,推拿／按摩師,,,國外業務人員,客服主管,神秘客,資材人員,國內業務人員
台南中華會館,"SPA資深芳療師【台南中華會館】高薪酬獎金、免call客無業績、集團優渥制度、保障薪資$42,000 （月薪+獎金）",美容師,美療師／芳療師,推拿／按摩師,,,資材人員,PLC／自動控制工程師,神秘客,國外業務人員,工業設計
台南中華會館,台南中華會館-行政櫃檯,總機／接待／櫃檯人員,行政主管,門市／店員／專櫃人員,,,行政人員,檔案資料管理人員,電腦操作／資料輸入,秘書,總務人員
台南健康店,【兼職】摩斯台南健康店(071mos),餐飲服務人員,,,,,調酒師／吧台人員,門市／店員／專櫃人員,外送人員,冷熱飲調製人員,侍酒師
台南台積電,【兼職】【急徵】摩斯台南台積電18廠店(B354mos)-固定六日休假,門市／店員／專櫃人員,餐飲服務人員,,,,調酒師／吧台人員,外送人員,品管人員,冷熱飲調製人員,智慧製程工程師
台南台積電,台南台積電F18工安人員,職業安全衛生管理人員,工廠安全衛生人員,,,,房務人員,資材人員,工讀生,飯店／旅館服務人員,電機技師／工程師
台南台積電,工安人員 (駐點台南台積電),職業安全衛生管理人員,,,,,遊樂景點工作人員,飯店／旅館服務人員,調酒師／吧台人員,門市／店員／專櫃人員,工讀生
台南台積電,技工.半技工.{週週休六日.見紅就休}台南台積電-外包商,水電工,工程助理,,,,電機技師／工程師,電機設備裝配員,技術人員,模具技術人員,CNC車床人員
台南台積電,無塵室STK基座安裝工程人員（台南台積電AP08廠）可週領薪,光電／半導體工程助理,,,,,電信／通訊系統工程師,水電及其他工程繪圖人員,IC設計工程師,冷凍空調技術人員／安裝員,水電工程師
台南台積電,鑽孔植筋切割技術工(台南台積電),營建工程人員,泥水工相關人員,,,,雷射技術操作員,線切割技術人員,電機技師／工程師,電機設備裝配員,金屬模具技術人員
台南台積電,點工-駐點台南台積電,營建工程人員,泥水工相關人員,,,,遊樂景點工作人員,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員
台南大遠百,CONI美容顧問【台南大遠百】專櫃 保障薪資29500~36000,門市／店員／專櫃人員,,,,,水電工程師,消防專業人員,客服主管,神秘客,ISO品保人員
台南安南區 漢來物管,【台南安南區 漢來物管】兼職菁英安管員,保全人員／警衛,保全工程技術人員,,,,生管／助理,倉管／物料管理員,資材人員,倉儲物流人員,理貨人員
台南安南區 漢來物管,【台南安南區 漢來物管】社區主任,總機／接待／櫃檯人員,秘書,行政人員,,,資材人員,資材主管,倉管／物料管理員,生管／助理,生管主管
台南安南區 漢來物管,【台南安南區 漢來物管】社區餐飲秘書,調酒師／吧台人員,餐飲服務人員,餐廚助手,,,電腦操作／資料輸入,秘書,財務／會計助理,業務助理,行政人員
台南安平店,Curves兼職運動指導員(台南安平店)-無相關科系、無經驗可,門市／店員／專櫃人員,運動教練,客服人員,,,電腦補習班老師,資料庫管理人員,神秘客,資材人員,工業設計
台南安平店,Curves運動指導實習生(台南安平店)-無相關科系、無經驗可,門市／店員／專櫃人員,運動教練,客服人員,,,神秘客,資料庫管理人員,資材人員,生管／助理,建築繪圖／設計
台南安平店,【台南安平店】【醫學放射師】無經驗可,醫事放射師,放射性設備使用技術員,,,,調酒師／吧台人員,獸醫／獸醫佐,冷熱飲調製人員,藥師,門市／店員／專櫃人員
台南安平店,健身教練(World Gym台南安平店),運動教練,才藝類老師,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,品管／品保主管,補習班主任／主管
台南安平店,兼職清潔人員(World Gym台南安平店),清潔／資源回收人員,,,,,冷熱飲調製人員,調酒師／吧台人員,洗碗人員,外送人員,飯店／旅館服務人員
台南安平店,客服工讀生(World Gym台南安平店),工讀生,,,,,資材人員,業務助理,國貿助理,電腦操作／資料輸入,秘書
台南安平店,活動促銷工讀生(World Gym台南安平店),工讀生,,,,,活動企劃人員,門市／店員／專櫃人員,行銷企劃人員,廣告設計,行銷企劃助理
台南安平店,清潔人員(World Gym台南安平店),清潔／資源回收人員,,,,,洗碗人員,調酒師／吧台人員,冷熱飲調製人員,房務人員,門市／店員／專櫃人員
台南崇善店,【台南崇善店】【醫學放射師】無經驗可,醫事放射師,放射性設備使用技術員,,,,獸醫／獸醫佐,藥師,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員
台南東區怡東,【台南東區怡東】直營門市人員（週休二日）,店長／門市管理人員,,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,洗碗人員,侍酒師
台南永康中正店,美髮設計師【台南永康中正店】,髮型設計師,,,,,平面設計,工業設計,PLC／自動控制工程師,建築繪圖／設計,服裝設計
台南永華店,【月薪37K~80K】汽車維修技師｜獎金制度透明｜台南永華店,汽車引擎技術人員,其他車輛維修人員,,,,汽車檢驗員,智慧製程工程師,塑膠押出技術人員,電機技師／工程師,電機設備裝配員
台南永華店,台南永華店_晚班外場工讀生,餐飲服務人員,餐廚助手,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,外送人員
台南蒔光美學牙醫,【台南蒔光美學牙醫】數位矯正設計師,牙體技術人員,其他醫療從業人員,,,,數位IC設計工程師,工業設計,IC設計工程師,嵌入式工程師,BIOS工程師
台南鹽行店,台南鹽行店-驗光師(生),驗光師,,,,,調酒師／吧台人員,冷熱飲調製人員,品管人員,侍酒師,門市／店員／專櫃人員
台南鹽行店,短期工讀人員(台南鹽行店),餐飲服務人員,餐廚助手,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,外送人員
台哥大,(台哥大) 北一區網路維運處_場測人員_宜蘭市【週休六日/無經驗可】#IL,電子設備維修人員,通信維修人員,,,,檢驗人員,品管人員,原料檢驗人員,電機技師／工程師,智慧製程工程師
台哥大,(台哥大) 經銷業務處_管理師_無需電話溝通_【週休六日不加班】彈性上下班_六張犁站#IL,行政助理,,,,,國外業務人員,國外業務主管,國內業務主管,國內業務人員,客服主管
台哥大,(台哥大) 網路管理處_網管/值班工程師_無經驗可! 【另有夜班津貼】,客服工程師,,,,,土木工程師,水電工程師,系統工程師,電信／配線繪圖,設備工程主管
